time,ax,ay,az,aT
2.658558,-0.0620,0.3390,-0.8560,0.923
2.664156,-0.1230,0.3910,-1.0460,1.123
2.668214,-0.0620,0.5150,-0.9910,1.119
2.673417,-0.0420,0.5720,-1.0860,1.228
2.678149,0.0230,0.4670,-0.9040,1.018
2.683040,-0.0650,0.5760,-0.9300,1.096
2.700626,-0.0170,0.5270,-0.9440,1.081
2.701074,-0.0240,0.5200,-0.7400,0.905
2.701339,0.0160,0.5910,-0.6260,0.861
2.703893,0.0620,0.3770,-0.5850,0.699
2.708768,0.1090,0.3460,-0.2580,0.445
2.712578,0.1420,0.3020,-0.0690,0.341
2.717499,0.1740,0.2460,0.1780,0.350
2.722273,0.2060,0.2830,0.3000,0.461
2.728674,0.1440,0.1980,0.5040,0.560
2.732160,0.2450,0.1260,0.6260,0.684
2.737339,0.1980,0.0700,0.6670,0.699
2.742870,0.0670,0.1060,0.8300,0.839
2.747131,0.1410,0.0450,0.7890,0.803
2.752014,0.1460,0.0640,0.7490,0.766
2.756905,0.1550,0.0730,0.8310,0.848
2.762344,0.1180,-0.0450,0.8040,0.814
2.768068,0.1350,-0.0830,0.7910,0.807
2.772679,0.2190,-0.1490,0.5470,0.608
2.776597,0.2730,-0.1570,0.6700,0.740
2.782160,0.3010,-0.2620,0.7660,0.864
2.786305,0.2650,-0.2320,0.7810,0.857
2.791410,0.2430,-0.2980,1.0130,1.084
2.796286,0.2520,-0.3360,1.0540,1.135
2.801398,0.1680,-0.3880,1.2030,1.275
2.807841,0.1130,-0.4140,1.2580,1.329
2.811196,0.0750,-0.5770,1.3260,1.448
2.815704,-0.0290,-0.4830,1.4480,1.527
2.834426,-0.1710,-0.4850,1.2700,1.370
2.835084,-0.2460,-0.4900,1.2700,1.383
2.835416,-0.2920,-0.3200,1.1610,1.239
2.835715,-0.3570,-0.1120,0.7080,0.801
2.844316,-0.4020,0.0520,0.2860,0.496
2.846783,-0.4240,0.2420,-0.3520,0.602
2.850509,-0.4630,0.3220,-0.7860,0.967
2.855749,-0.4380,0.4040,-1.1380,1.285
2.861005,-0.3480,0.4190,-1.3680,1.472
2.865303,-0.3970,0.4930,-1.4480,1.580
2.870001,-0.2980,0.5170,-1.6100,1.717
2.874859,-0.3510,0.4910,-1.4460,1.567
2.880525,-0.4450,0.3080,-1.1730,1.292
2.886106,-0.4570,0.2260,-0.8740,1.012
2.889503,-0.4660,-0.0130,-0.3440,0.579
2.894821,-0.4330,-0.3160,0.3890,0.662
2.899680,-0.3140,-0.4390,0.7820,0.950
2.905758,-0.2070,-0.6150,1.0650,1.247
2.909407,0.0520,-0.7480,1.4020,1.590
2.914397,-0.0260,-0.8270,1.6850,1.877
2.919012,-0.0470,-0.8390,1.8860,2.065
2.925520,-0.2550,-0.9070,1.9230,2.141
2.930084,-0.1640,-0.9910,2.0830,2.313
2.933817,-0.3430,-1.0510,2.0940,2.368
2.938989,-0.3990,-0.9790,2.1730,2.417
2.944515,-0.4410,-0.9240,1.9660,2.217
2.948499,-0.5260,-0.9270,1.7330,2.035
2.953588,-0.6270,-0.7290,1.3230,1.636
2.958465,-0.6350,-0.5750,1.0500,1.355
2.964761,-0.6190,-0.5190,0.7090,1.075
2.968162,-0.6200,-0.1930,0.6410,0.912
2.983827,-0.5830,-0.1410,0.3820,0.711
2.984535,-0.4660,-0.0480,0.2330,0.523
2.984854,-0.4730,-0.0510,0.0710,0.481
2.991845,-0.2500,0.0530,0.0040,0.256
2.992654,-0.1900,0.1320,-0.1580,0.280
2.997833,-0.1840,0.0330,-0.0880,0.207
3.005349,-0.1650,0.2340,-0.1010,0.304
3.007737,-0.0080,0.2170,-0.2770,0.352
3.013602,0.0270,0.2140,-0.3850,0.441
3.017388,0.0510,0.2250,-0.3980,0.460
3.024006,-0.0730,0.2350,-0.4120,0.480
3.030847,-0.1550,0.2330,-0.5340,0.603
3.032261,-0.1950,0.2450,-0.6020,0.679
3.037101,-0.3010,0.2840,-0.7380,0.846
3.043439,-0.4040,0.0790,-0.7390,0.846
3.046970,-0.4530,0.1880,-0.6850,0.842
3.051969,-0.5680,0.0800,-0.7950,0.980
3.056667,-0.6030,0.0280,-0.8230,1.021
3.062553,-0.6510,0.0580,-0.8370,1.062
3.066584,-0.5510,-0.1010,-0.8790,1.042
3.072856,-0.5630,-0.0290,-0.7290,0.922
3.076462,-0.5220,-0.0390,-0.6890,0.865
3.082918,-0.4160,-0.1430,-0.6340,0.772
3.086177,-0.4220,-0.1390,-0.6620,0.797
3.091239,-0.3620,-0.0930,-0.6200,0.724
3.095843,-0.2500,-0.1020,-0.4700,0.542
3.101974,-0.2890,-0.1510,-0.2240,0.396
3.111426,-0.2330,-0.2130,-0.0610,0.322
3.113188,-0.2710,-0.3430,-0.0060,0.437
3.116350,-0.3620,-0.3360,0.1170,0.508
3.122471,-0.3010,-0.4110,0.2810,0.582
3.125959,-0.4420,-0.4040,0.3760,0.707
3.131500,-0.4290,-0.3820,0.3980,0.699
3.135802,-0.3840,-0.4530,0.4790,0.763
3.141752,-0.3640,-0.4320,0.5590,0.795
3.145782,-0.3280,-0.4250,0.4900,0.727
3.151832,-0.4130,-0.3760,0.4560,0.721
3.156670,-0.3430,-0.4080,0.5220,0.746
3.162345,-0.4090,-0.3610,0.3300,0.638
3.165122,-0.4740,-0.3300,0.5320,0.785
3.170889,-0.5090,-0.3550,0.3770,0.726
3.175265,-0.4640,-0.2690,0.2520,0.593
3.180873,-0.5190,-0.2830,0.2650,0.648
3.185315,-0.5230,-0.1090,0.2780,0.602
3.189848,-0.4730,-0.0660,0.0570,0.481
3.195084,-0.3830,0.1050,-0.0790,0.405
3.201317,-0.3810,0.1370,-0.3370,0.527
3.206112,-0.3260,0.1960,-0.6360,0.741
3.209370,-0.2490,0.2740,-0.6890,0.782
3.214388,-0.0610,0.2620,-0.8240,0.867
3.219850,-0.1320,0.4300,-0.9730,1.072
3.224835,-0.0820,0.3670,-1.0540,1.119
3.229364,-0.0900,0.3690,-1.1600,1.221
3.233850,-0.1070,0.3060,-1.0910,1.138
3.244978,-0.1080,0.2760,-1.0090,1.052
3.245472,-0.1080,0.2210,-0.9130,0.946
3.249201,-0.1180,0.2180,-0.7080,0.750
3.253558,-0.0730,0.0420,-0.4900,0.497
3.258710,-0.0800,0.0470,-0.3960,0.407
3.264739,0.0230,-0.1510,-0.0970,0.181
3.268534,0.0910,-0.1340,0.0090,0.162
3.273487,-0.0210,-0.1410,0.1850,0.234
3.279758,0.0330,-0.1500,0.3200,0.355
3.283536,0.1550,-0.1200,0.2780,0.340
3.289704,0.0280,-0.1200,0.2900,0.315
3.293393,0.0130,-0.0650,0.2350,0.244
3.297859,0.1060,-0.1620,0.1110,0.223
3.303883,-0.0480,-0.0980,-0.0660,0.128
3.309194,-0.0430,0.0190,-0.2830,0.287
3.312734,-0.1600,0.0260,-0.4190,0.449
3.319099,-0.1830,0.1300,-0.4330,0.488
3.323046,-0.2490,0.1240,-0.6230,0.682
3.327798,-0.1870,0.1360,-0.6360,0.677
3.332586,-0.2810,0.1580,-0.7450,0.812
3.337136,-0.2800,0.1430,-0.6760,0.746
3.343136,-0.1840,0.0880,-0.5130,0.552
3.347230,-0.2140,0.1340,-0.3500,0.432
3.351948,-0.0480,0.0530,-0.3360,0.344
3.358305,-0.0590,0.0280,-0.0240,0.070
3.362315,0.0540,-0.0500,-0.1050,0.128
3.367227,0.0260,-0.0920,0.1790,0.203
3.373488,0.0720,-0.0460,0.0690,0.110
3.376571,0.0220,-0.1110,0.2180,0.246
3.382581,-0.0130,-0.0530,0.3540,0.358
3.387125,-0.1360,-0.1080,0.1610,0.237
3.391779,-0.2510,-0.1980,0.4200,0.528
3.397683,-0.2990,-0.2220,0.3640,0.521
3.401610,-0.3740,-0.2720,0.4860,0.671
3.415685,-0.3730,-0.1970,0.5240,0.673
3.416216,-0.3520,-0.3280,0.5640,0.741
3.416461,-0.3890,-0.3260,0.7000,0.865
3.428529,-0.3740,-0.3390,0.6450,0.819
3.429263,-0.3020,-0.3780,0.6700,0.826
3.431104,-0.2340,-0.3900,0.7110,0.844
3.437585,-0.2530,-0.4340,0.7660,0.916
3.441064,-0.1370,-0.4390,0.6570,0.802
3.445740,-0.1640,-0.2600,0.6560,0.724
3.451003,-0.1460,-0.4000,0.7110,0.829
3.455997,-0.1720,-0.3810,0.6310,0.757
3.461958,-0.1570,-0.3350,0.5230,0.641
3.465510,-0.0980,-0.3450,0.4820,0.601
3.470588,-0.1250,-0.2710,0.5370,0.614
3.476584,-0.2080,-0.2670,0.5390,0.636
3.480238,-0.1130,-0.0320,0.7180,0.728
3.485338,-0.0820,0.2050,0.5290,0.573
3.489718,0.0270,0.3150,0.1220,0.339
3.494925,0.1640,0.3970,-0.2840,0.515
3.499985,0.0420,0.3450,-0.5950,0.689
3.506359,0.1560,0.1700,-0.8910,0.920
3.509419,0.3300,0.2170,-1.1070,1.175
3.515773,0.3820,0.1480,-1.3640,1.424
3.519402,0.4900,0.2740,-1.4730,1.576
3.524558,0.3950,0.2310,-1.0640,1.158
3.529182,0.2900,0.2210,-0.7780,0.859
3.534476,0.0940,-0.0540,-0.3570,0.373
3.550358,0.0650,-0.3250,0.1300,0.356
3.550803,-0.0910,-0.4100,0.6020,0.734
3.551104,-0.0850,-0.7660,1.1710,1.402
3.566578,-0.0780,-0.9450,1.6450,1.899
3.567252,-0.1090,-0.9610,1.9150,2.145
3.567625,-0.0320,-1.0470,2.0890,2.337
3.567993,-0.1170,-1.0000,2.5230,2.716
3.573269,-0.1340,-1.0380,2.7120,2.907
3.578436,-0.2070,-1.0820,2.9690,3.167
3.584015,-0.2810,-1.1170,3.0770,3.286
3.588714,-0.2330,-1.0780,2.7490,2.962
3.594458,-0.1340,-1.0190,2.5850,2.782
3.597872,-0.5410,-0.9940,2.4760,2.722
3.603316,-0.5150,-0.7850,1.8630,2.086
3.607968,-0.5050,-0.5150,1.3060,1.492
3.612832,-0.5120,-0.3190,0.9390,1.116
3.617963,-0.7400,0.0090,0.4920,0.889
3.623687,-0.7230,0.1680,0.0850,0.747
3.627628,-0.6650,0.2310,-0.5110,0.870
3.634289,-0.6460,0.3340,-0.9450,1.192
3.637228,-0.6390,0.4120,-1.4190,1.610
3.642413,-0.5620,0.5040,-1.6760,1.838
3.647137,-0.4400,0.5590,-1.6330,1.781
3.652506,-0.3140,0.6720,-1.7960,1.943
3.656955,-0.1580,0.6110,-1.8630,1.967
3.662827,-0.0270,0.6080,-1.6850,1.792
3.667325,0.1200,0.6360,-1.7260,1.843
3.684405,0.2280,0.5430,-1.5220,1.632
3.685035,0.2940,0.6170,-1.5770,1.719
3.685377,0.3740,0.5160,-1.3730,1.514
3.686586,0.3700,0.3480,-1.3190,1.413
3.696580,0.3520,0.2500,-1.2370,1.310
3.697211,0.4400,0.2210,-0.8970,1.023
3.702865,0.2670,0.1250,-0.7880,0.841
3.706200,0.2820,-0.0230,-0.6250,0.686
3.712796,0.2140,-0.1730,-0.5160,0.585
3.716275,0.1580,-0.3490,-0.3660,0.530
3.721853,0.1010,-0.3620,-0.1620,0.409
3.725666,0.1370,-0.3750,-0.0260,0.400
3.731375,0.2960,-0.4290,0.1510,0.543
3.735776,0.2920,-0.4010,0.2740,0.567
3.742127,0.3440,-0.4140,0.3830,0.661
3.745506,0.2880,-0.4140,0.3830,0.633
3.753032,0.3840,-0.4140,0.5330,0.776
3.756287,0.2100,-0.4150,0.5730,0.738
3.761101,0.2020,-0.4030,0.7090,0.840
3.765486,0.1150,-0.3650,0.4640,0.601
3.770829,-0.0390,-0.4650,0.6000,0.760
3.775382,-0.0950,-0.4430,0.4630,0.648
3.781293,-0.1240,-0.5590,0.2720,0.634
3.784903,-0.3310,-0.3220,0.0820,0.469
3.791581,-0.3070,-0.2910,-0.1900,0.464
3.794954,-0.3800,-0.2470,-0.3660,0.583
3.800195,-0.4690,-0.1020,-0.5040,0.696
3.817416,-0.3390,-0.0720,-0.8030,0.875
3.818097,-0.3370,-0.0150,-0.8300,0.896
3.818436,-0.2840,0.0420,-0.8840,0.929
3.819563,-0.2740,0.0150,-0.9370,0.976
3.829725,0.0080,0.1270,-0.9770,0.985
3.830819,0.1120,0.1180,-0.8260,0.842
3.834478,0.2140,0.1510,-0.7980,0.840
3.839637,0.1850,0.1700,-0.6720,0.717
3.844170,0.4050,0.0250,-0.6300,0.749
3.849219,0.5330,0.0450,-0.5610,0.775
3.853878,0.6730,-0.0020,-0.5870,0.893
3.859027,0.6000,0.0910,-0.5950,0.850
3.864654,0.6960,0.0700,-0.7840,1.051
3.870174,0.5940,0.0770,-0.7560,0.965
3.873777,0.6030,-0.0510,-0.7960,1.000
3.879610,0.3970,-0.0050,-0.9140,0.997
3.883633,0.3110,0.0990,-0.8860,0.944
3.889844,0.2720,0.0160,-0.8730,0.915
3.894964,0.2360,0.0680,-0.8730,0.907
3.900197,0.1410,-0.0150,-0.8720,0.883
3.905230,0.0520,-0.0140,-0.7500,0.752
3.909194,0.0610,-0.0800,-0.6280,0.636
3.912637,-0.1050,-0.1050,-0.4660,0.489
3.917636,-0.0710,-0.2240,-0.5220,0.572
3.922724,-0.1310,-0.0980,-0.3870,0.420
3.927518,-0.1120,-0.0710,-0.2780,0.308
3.932561,-0.1510,-0.1130,-0.3330,0.383
3.939211,-0.1090,-0.0320,-0.3870,0.403
3.943267,-0.1260,-0.1720,-0.4960,0.540
3.948961,-0.1600,0.0400,-0.5080,0.534
3.952121,-0.0480,0.1300,-0.6430,0.658
3.961188,0.0010,0.1640,-0.5990,0.621
3.962872,0.0820,0.1970,-0.7470,0.777
3.966840,0.1350,0.2320,-0.8820,0.922
3.975966,0.2560,0.2530,-0.7850,0.864
3.976437,0.2170,0.2670,-0.7240,0.802
3.983018,0.3090,0.2880,-0.8040,0.908
3.989845,0.4470,0.3140,-0.6120,0.820
3.991745,0.5170,0.2180,-0.5560,0.790
3.996777,0.4310,0.2540,-0.3870,0.632
4.001237,0.3930,0.2940,-0.3180,0.585
4.006145,0.3880,0.2140,-0.2360,0.502
4.011517,0.3570,0.2430,-0.0860,0.440
4.016949,0.3400,0.2560,-0.0950,0.436
4.023445,0.3470,0.1190,-0.0140,0.367
4.027357,0.2890,0.2280,-0.0270,0.369
4.031697,0.3250,0.3100,-0.1480,0.473
4.036158,0.1790,0.2910,-0.1440,0.371
4.041302,0.1700,0.2740,-0.2240,0.393
4.047154,0.1890,0.3690,-0.1820,0.453
4.051211,0.1240,0.3830,-0.2220,0.460
4.056423,0.0240,0.2060,-0.2730,0.343
4.062391,0.0530,0.0840,-0.2720,0.290
4.066846,0.0410,0.1280,-0.1480,0.200
4.071283,0.1250,0.0510,-0.0530,0.145
4.075613,-0.0110,-0.0310,0.2190,0.221
4.080389,0.0880,-0.0500,0.4920,0.502
4.085158,0.1490,-0.1490,1.0500,1.071
4.101411,0.0890,-0.3300,1.2810,1.326
4.101953,0.0870,-0.4290,1.4160,1.482
4.102358,0.0880,-0.5840,1.6470,1.750
4.114534,0.0520,-0.5500,1.9590,2.035
4.115135,0.0040,-0.5730,2.2030,2.276
4.115481,-0.1350,-0.4220,2.3790,2.420
4.119914,-0.3680,-0.4250,2.0650,2.140
4.124544,-0.4920,-0.1460,1.3560,1.450
4.130448,-0.6020,0.0880,0.7430,0.960
4.134848,-0.7820,0.2800,0.0480,0.832
4.139863,-0.8700,0.4190,-0.3730,1.035
4.146717,-0.9180,0.4910,-0.8900,1.370
4.149101,-0.8600,0.4990,-1.5160,1.813
4.153956,-0.8310,0.4990,-1.8840,2.119
4.158998,-0.7220,0.5460,-1.9940,2.190
4.163844,-0.7660,0.4370,-1.5860,1.815
4.168857,-0.8120,0.2820,-1.1390,1.427
4.173575,-0.6940,0.1610,-0.2010,0.740
4.178794,-0.5760,-0.3760,0.5580,0.886
4.185941,-0.2950,-0.6510,1.2900,1.475
4.189604,-0.0270,-0.8160,1.9810,2.143
4.193356,0.1460,-1.0350,2.6190,2.820
4.198394,0.1690,-1.1080,3.0790,3.277
4.203551,0.0980,-1.0740,3.2810,3.454
4.207995,0.0270,-1.1140,3.4970,3.670
4.213340,-0.0670,-1.1320,3.8090,3.974
4.218354,-0.2830,-1.0880,3.7390,3.904
4.234592,-0.0870,-1.2000,3.7930,3.979
4.235194,-0.0390,-1.0200,3.1240,3.287
4.235540,-0.1790,-0.9000,2.5920,2.750
4.251290,-0.1420,-0.6080,2.1560,2.245
4.251893,0.0020,-0.3350,1.5970,1.632
4.252315,-0.1250,-0.0800,1.1620,1.171
4.252574,-0.1980,0.0750,0.7130,0.744
4.257954,-0.2980,0.0660,0.1960,0.363
4.264762,-0.3040,0.2320,-0.2920,0.481
4.267361,-0.3090,0.3580,-0.8220,0.948
4.273176,-0.4660,0.5240,-1.3110,1.487
4.276954,-0.4600,0.5830,-1.6910,1.847
4.281929,-0.4290,0.7810,-1.7170,1.934
4.286753,-0.5630,0.7780,-1.9740,2.195
4.291896,-0.5350,0.7920,-2.0000,2.217
4.296595,-0.6850,0.7280,-1.9450,2.187
4.303927,-0.6720,0.5990,-1.8220,2.032
4.307059,-0.7690,0.4730,-1.5760,1.816
4.311625,-0.6890,0.2950,-1.2490,1.457
4.316273,-0.6100,0.1600,-1.0310,1.209
4.323036,-0.5730,0.0670,-0.7990,0.986
4.325998,-0.4840,-0.0520,-0.5400,0.727
4.331356,-0.3830,-0.1050,-0.3900,0.557
4.335758,-0.2560,-0.1030,-0.2930,0.402
4.343412,-0.2540,-0.1430,-0.1430,0.325
4.345483,-0.0490,-0.1970,-0.1960,0.282
4.351352,-0.0610,-0.2930,-0.2080,0.364
4.368779,0.0370,-0.2410,-0.2890,0.378
4.369234,0.1210,-0.2570,-0.2600,0.385
4.369448,0.0440,-0.3690,-0.3810,0.532
4.371077,0.0080,-0.2630,-0.4340,0.508
4.377870,-0.0660,-0.3210,-0.5560,0.645
4.382744,-0.1540,-0.2150,-0.5410,0.602
4.385550,-0.2400,-0.3000,-0.5000,0.631
4.390402,-0.2820,-0.3020,-0.6490,0.769
4.394852,-0.3090,-0.2480,-0.5540,0.681
4.400354,-0.4290,-0.2900,-0.4450,0.683
4.408166,-0.5060,-0.3580,-0.4320,0.756
4.409653,-0.5800,-0.2760,-0.2690,0.696
4.415012,-0.6100,-0.3030,-0.2980,0.743
4.421081,-0.6810,-0.3990,-0.1490,0.803
4.425502,-0.5740,-0.3050,-0.1640,0.670
4.430797,-0.7260,-0.4310,-0.2190,0.872
4.434682,-0.6890,-0.3530,-0.3560,0.852
4.439937,-0.6810,-0.2770,-0.4930,0.885
4.444425,-0.6330,-0.2160,-0.4240,0.792
4.449265,-0.5550,-0.1210,-0.5920,0.820
4.454492,-0.4520,-0.0600,-0.6870,0.825
4.460300,-0.4210,-0.0410,-0.8770,0.974
4.464400,-0.3920,0.0990,-0.9170,1.002
4.469334,-0.4240,-0.0450,-0.8510,0.952
4.473778,-0.4070,-0.0790,-0.8500,0.946
4.479622,-0.3520,-0.0590,-0.7950,0.871
4.483836,-0.4460,-0.0100,-0.7670,0.887
4.490195,-0.4110,-0.1440,-0.6610,0.792
4.493477,-0.4210,-0.0800,-0.6600,0.787
4.499936,-0.3240,-0.1260,-0.6060,0.699
4.504079,-0.3630,-0.1980,-0.5780,0.711
4.508343,-0.3560,-0.1270,-0.6080,0.716
4.513030,-0.3650,-0.2930,-0.5800,0.745
4.518277,-0.3060,-0.2680,-0.7580,0.860
4.533228,-0.1920,-0.2000,-0.6080,0.668
4.533738,-0.2190,-0.3020,-0.5030,0.626
4.533925,-0.2380,-0.3400,-0.3540,0.545
4.550107,-0.1480,-0.4730,-0.1640,0.522
4.550547,-0.1790,-0.6070,-0.0570,0.635
4.550840,-0.0980,-0.5370,0.1550,0.567
4.552166,-0.1680,-0.5570,0.2080,0.618
4.557373,-0.1580,-0.4870,0.3030,0.595
4.563503,-0.2300,-0.6230,0.4790,0.819
4.567244,-0.1710,-0.5430,0.4470,0.724
4.572585,-0.2990,-0.4740,0.3640,0.668
4.578657,-0.3890,-0.4250,0.2550,0.630
4.583139,-0.4120,-0.3230,0.0240,0.524
4.587302,-0.4370,-0.3080,-0.0610,0.538
4.592186,-0.4450,-0.2050,-0.3460,0.600
4.596688,-0.4840,-0.1180,-0.5630,0.752
4.601906,-0.3600,-0.0310,-0.6170,0.715
4.606931,-0.3540,-0.0130,-0.7950,0.870
4.611490,-0.2680,0.1290,-0.9310,0.977
4.617828,-0.2110,0.0710,-0.7810,0.812
4.623243,-0.0990,0.0970,-0.7260,0.739
4.626265,-0.0710,0.0250,-0.6440,0.648
4.631403,-0.0550,-0.0410,-0.4270,0.432
4.636373,-0.0920,-0.1060,-0.4140,0.437
4.641221,-0.1160,-0.2100,-0.0610,0.248
4.646199,-0.2230,-0.2270,0.0450,0.321
4.651510,-0.2730,-0.3960,0.3430,0.591
4.667625,-0.2820,-0.3620,0.3150,0.557
4.668060,-0.3040,-0.4500,0.5870,0.800
4.668360,-0.3460,-0.3730,0.6910,0.858
4.685812,-0.4070,-0.5820,0.7300,1.018
4.686540,-0.3340,-0.5090,0.7570,0.971
4.686814,-0.3300,-0.4630,0.6610,0.872
4.687016,-0.3600,-0.4400,0.6020,0.828
4.690353,-0.1810,-0.4060,0.5470,0.705
4.697080,-0.0340,-0.3890,0.6830,0.787
4.701084,-0.1060,-0.4000,0.6010,0.730
4.705720,-0.0170,-0.4320,0.9660,1.058
4.709902,-0.1610,-0.4940,0.9120,1.050
4.715094,-0.3090,-0.4930,1.2670,1.394
4.719878,-0.3350,-0.4250,1.5400,1.632
4.724719,-0.2950,-0.2100,1.4860,1.529
4.729545,-0.2960,0.0160,1.0790,1.119
4.736202,0.0800,0.0620,0.3450,0.360
4.739746,0.2220,0.1890,-0.4010,0.496
4.745187,0.4150,0.2910,-0.8750,1.011
4.749282,0.5510,0.3270,-1.1720,1.336
4.754308,0.5350,0.4500,-1.3340,1.506
4.758911,0.6300,0.4970,-1.1410,1.395
4.764304,0.7260,0.4680,-1.2080,1.485
4.769119,0.7440,0.4200,-0.8260,1.188
4.775154,0.5500,0.0650,-0.2960,0.628
4.778638,0.4870,-0.0790,0.1920,0.529
4.784670,0.4580,-0.4100,0.7760,0.990
4.802253,0.2720,-0.6290,1.1810,1.365
4.802930,0.2540,-0.8320,1.6680,1.881
4.803263,0.1030,-0.8860,1.9510,2.145
4.803526,0.0360,-0.9410,2.0430,2.250
4.814008,-0.0300,-0.8770,2.2030,2.371
4.814698,-0.2850,-0.9510,2.4460,2.640
4.817756,-0.3110,-1.0030,2.3480,2.572
4.823693,-0.4730,-1.1130,2.2640,2.567
4.827942,-0.6380,-1.0640,2.2220,2.545
4.832966,-0.5600,-0.9260,2.1660,2.421
4.838841,-0.6760,-0.7390,1.8930,2.142
4.842980,-0.6720,-0.6250,1.6610,1.898
4.848006,-0.5630,-0.5980,1.2520,1.497
4.854117,-0.5410,-0.5220,0.8030,1.100
4.857501,-0.5370,-0.2860,0.5180,0.799
4.864102,-0.5080,-0.1350,0.3020,0.606
4.867429,-0.5510,-0.0280,0.0170,0.552
4.873289,-0.5660,0.1990,-0.2520,0.651
4.877122,-0.4040,0.1960,-0.4270,0.620
4.882072,-0.3640,0.2740,-0.6440,0.789
4.887267,-0.2380,0.2710,-0.8190,0.895
4.893114,-0.0020,0.3650,-0.8860,0.958
4.896544,0.0080,0.2420,-0.9260,0.957
4.902862,0.0880,0.3380,-1.0200,1.078
4.906459,0.2250,0.3680,-0.9380,1.032
4.911540,0.4050,0.3310,-0.9930,1.122
4.916523,0.4780,0.3080,-0.9650,1.120
4.934404,0.4990,0.2720,-1.0340,1.180
4.935023,0.4510,0.3600,-1.1430,1.280
4.935408,0.5000,0.3390,-1.1160,1.269
4.936003,0.4800,0.3050,-1.1980,1.326
4.948818,0.5010,0.2990,-1.2660,1.394
4.949558,0.3850,0.2810,-1.3070,1.391
4.951299,0.2280,0.3040,-1.3620,1.414
4.956917,0.2590,0.3020,-1.3490,1.406
4.961354,0.1400,0.1910,-1.2530,1.275
4.966206,0.0740,0.1780,-1.2810,1.295
4.972445,-0.0060,0.1380,-1.0090,1.018
4.975594,-0.0320,0.0720,-0.9000,0.903
4.981917,-0.0050,0.0220,-0.7370,0.737
4.985445,0.0360,-0.0010,-0.6010,0.602
4.990998,0.0910,-0.0380,-0.4920,0.502
4.995432,0.1040,-0.0880,-0.5190,0.537
5.000317,0.1570,-0.1110,-0.4240,0.466
5.006386,0.0460,-0.0800,-0.3560,0.368
5.011403,0.1250,-0.1310,-0.3420,0.387
5.015037,0.0820,-0.1130,-0.2880,0.320
5.020122,0.0790,-0.1640,-0.1790,0.255
5.025312,-0.0170,-0.0920,-0.1110,0.145
5.029632,-0.0720,-0.1980,0.0920,0.230
5.034754,-0.2210,-0.1130,0.0510,0.253
5.039748,-0.2850,0.0380,0.2130,0.358
5.044426,-0.2130,-0.0420,0.1310,0.254
5.051138,-0.1700,-0.0550,0.1310,0.222
5.054103,-0.1950,0.0130,0.0220,0.197
5.059300,-0.0960,0.1000,-0.0050,0.139
5.065186,-0.0290,0.1910,-0.3040,0.360
5.068790,0.0920,0.3230,-0.5350,0.632
5.084307,0.1980,0.3850,-0.6570,0.787
5.084814,0.1580,0.3650,-0.8300,0.920
5.085011,0.2450,0.5050,-0.9520,1.105
5.099675,0.2650,0.4730,-0.9640,1.106
5.100285,0.2570,0.5910,-1.0590,1.240
5.100636,0.1720,0.5310,-0.9990,1.144
5.104427,0.1900,0.3880,-0.9160,1.013
5.108367,0.1980,0.4680,-0.8340,0.977
5.113413,0.1270,0.3590,-0.6020,0.712
5.118382,0.0100,0.2470,-0.4230,0.490
5.123304,-0.0030,0.2320,-0.4780,0.531
5.130998,0.0550,0.2600,-0.4510,0.523
5.132904,-0.0620,0.2340,-0.4510,0.512
5.140154,-0.1470,0.3070,-0.5320,0.632
5.144671,-0.2760,0.2090,-0.5740,0.670
5.147822,-0.2550,0.2910,-0.8060,0.894
5.152735,-0.2620,0.3320,-0.8070,0.911
5.157499,-0.3740,0.3430,-0.9290,1.059
5.162849,-0.4760,0.4350,-0.9700,1.165
5.169043,-0.5150,0.4210,-1.0250,1.222
5.173063,-0.5010,0.4490,-1.0790,1.272
5.177185,-0.4770,0.4640,-1.1330,1.314
5.183079,-0.4650,0.3790,-1.0100,1.175
5.186953,-0.3630,0.4080,-0.8190,0.984
5.191873,-0.2630,0.4370,-0.6410,0.819
5.196964,-0.2110,0.3960,-0.5160,0.684
5.201869,-0.1410,0.3270,-0.4070,0.541
5.217441,-0.0590,0.4110,-0.3510,0.544
5.217868,0.0770,0.4130,-0.3230,0.530
5.218265,0.0810,0.4270,-0.2510,0.502
5.229068,0.1750,0.4540,-0.0860,0.494
5.229663,0.2050,0.3610,-0.0180,0.416
5.231239,0.2630,0.3500,0.2140,0.487
5.236991,0.2240,0.2950,0.2580,0.451
5.241154,0.1330,0.2010,0.2180,0.325
5.247529,0.0870,0.2860,0.2180,0.370
5.251773,0.0690,0.2480,0.2460,0.356
5.256317,0.0350,0.2270,0.3970,0.459
5.261886,-0.0090,0.3380,0.5060,0.609
5.267085,-0.0790,0.2190,0.5330,0.582
5.270973,0.1080,0.1810,0.4790,0.523
5.275618,0.1230,0.2020,0.5490,0.598
5.281240,0.1850,0.3120,0.5350,0.646
5.286742,0.2050,0.3010,0.6590,0.753
5.290953,0.2370,0.2880,0.7960,0.879
5.295160,0.2400,0.1380,0.7150,0.767
5.300256,0.2010,0.1370,0.6620,0.705
5.305814,0.3510,0.1500,0.7860,0.874
5.310179,0.3770,0.0660,0.8280,0.912
5.314995,0.4300,-0.0170,1.0070,1.095
5.319856,0.4440,-0.0320,0.9270,1.028
5.325867,0.3760,-0.1020,1.1460,1.210
